"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"msedge","27","205","2255246012416","18771968","7327744","14136","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --mojo-platform-channel-handle=2804 --field-trial-handle=2056,i,17021626187329484426,1658508664698481291,131072 /prefetch:8","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.0625","99.0.1150.55","99.0.1150.55","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6528","8",,"False","02/04/2022 07:06:56",,"26220",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14136","14136","7327744","7327744","583704","583704","7417856","7417856","20013056","20013056","2255262789632","404959232","True","Normal","7327744","7327744","msedge","4095","27",,"System.Diagnostics.ProcessThreadCollection","205","2255246012416","388182016","False",,,,"18771968","18771968",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0156250","00:00:00.0625000","00:00:00.0468750","0","","True",,
"msedge","27","1368","2255732838400","120967168","41074688","60440","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --single-argument https://docs.microsoft.com/powershell/module/microsoft.powershell.management/get-process?view=powershell-7.2&WT.mc_id=ps-gethelp","System.Diagnostics.Process (pwsh)","Microsoft Corporation","4.53125","99.0.1150.55","99.0.1150.55","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5324","8",,"False","02/04/2022 07:06:56",,"26796",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","60440","60440","41074688","41074688","1040824","1040824","49057792","49057792","142188544","142188544","2256047915008","1190084608","True","Normal","41074688","41074688","msedge","4095","27",,"System.Diagnostics.ProcessThreadCollection","1368","2255732838400","875008000","False",,,,"120967168","120967168",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:02.6875000","00:00:04.5312500","00:00:01.8437500","67760","Get-Process (Microsoft.PowerShell.Management) - PowerShell | Microsoft Docs - Work - Microsoft​ Edge","True",,
"msedge","27","374","2268292825088","95051776","55902208","18960","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --disable-client-side-phishing-detection --display-capture-permissions-policy-allowed --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --launch-time-ticks=856603595930 --mojo-platform-channel-handle=3748 --field-trial-handle=2056,i,17021626187329484426,1658508664698481291,131072 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","4.375","99.0.1150.55","99.0.1150.55","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10076","4",,"False","02/04/2022 07:06:56",,"30224",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18960","18960","55902208","55902208","696016","696016","79388672","79388672","139493376","139493376","2268396838912","654106624","True","Idle","55902208","55902208","msedge","4095","27",,"System.Diagnostics.ProcessThreadCollection","374","2268292825088","550092800","False",,,,"95051776","95051776",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.8750000","00:00:04.3750000","00:00:03.5000000","0","","True",,
"msedgewebview2","27","254","2263905751040","42323968","15613952","15560","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\nasa_unicodata\AppData\Local\Citrix\SelfService\CitrixWebControlCache\EBWebView"" --webview-exe-name=SelfService.exe --webview-exe-version=22.2.0.4513 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --disable-client-side-phishing-detection --display-capture-permissions-policy-allowed --js-flags=""--harmony-weak-refs-with-cleanup-some --expose-gc"" --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --launch-time-ticks=855960485228 --mojo-platform-channel-handle=4056 --field-trial-handle=1836,i,14078814997189275708,18346850080237303043,131072 --enable-features=msSingleSignOnOSForPrimaryAccountIsShared /prefetch:1","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","0.140625","99.0.1150.55","99.0.1150.55","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9144","8",,"False","02/04/2022 06:56:13",,"1544",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15560","15560","15613952","15613952","573464","573464","17502208","17502208","50012160","50012160","2268139630592","396898304","True","Normal","15613952","15613952","msedgewebview2","4095","27",,"System.Diagnostics.ProcessThreadCollection","254","2263905751040","457986048","False",,,,"42323968","42323968",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.0781250","00:00:00.1406250","00:00:00.0625000","0","","True",,
"msedgewebview2","27","275","2255291777024","33423360","10096640","17408","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\nasa_unicodata\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=421.20070.95.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --mojo-platform-channel-handle=2092 --field-trial-handle=2016,i,13973699402601912014,15244240944376784465,131072 /prefetch:3","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","1.046875","99.0.1150.55","99.0.1150.55","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7956","8",,"False","02/04/2022 06:54:37",,"3128",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17408","17408","10096640","10096640","630248","630248","11198464","11198464","35233792","35233792","2255362867200","505036800","True","Normal","10096640","10096640","msedgewebview2","4095","27",,"System.Diagnostics.ProcessThreadCollection","275","2255291777024","433946624","False",,,,"33423360","33423360",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.5156250","00:00:01.0468750","00:00:00.5312500","0","","True",,
"msedgewebview2","27","424","2263923195904","4894720","89526272","17192","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\nasa_unicodata\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=421.20070.95.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --disable-client-side-phishing-detection --display-capture-permissions-policy-allowed --js-flags=""--harmony-weak-refs-with-cleanup-some --expose-gc"" --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --launch-time-ticks=855864127295 --mojo-platform-channel-handle=3604 --field-trial-handle=2016,i,13973699402601912014,15244240944376784465,131072 /prefetch:1","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","10.28125","99.0.1150.55","99.0.1150.55","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6432","4",,"False","02/04/2022 06:54:37",,"7544",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17192","17192","89526272","89526272","599344","599344","130220032","130220032","199942144","199942144","2268343771136","601038848","True","Idle","89526272","89526272","msedgewebview2","4095","27",,"System.Diagnostics.ProcessThreadCollection","424","2263923195904","475430912","False",,,,"4894720","4894720",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:02.3125000","00:00:10.2812500","00:00:07.9687500","0","","True",,
"msedgewebview2","27","1067","2255676493824","87900160","27557888","45480","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=SelfService.exe --webview-exe-version=22.2.0.4513 --user-data-dir=""C:\Users\nasa_unicodata\AppData\Local\Citrix\SelfService\CitrixWebControlCache\EBWebView"" --noerrdialogs --embedded-browser-webview-dpi-awareness=2 --enable-features=msSingleSignOnOSForPrimaryAccountIsShared --mojo-named-platform-channel-pipe=5744.13340.10319053758236624845","System.Diagnostics.Process (SelfService)","Microsoft Corporation","4.015625","99.0.1150.55","99.0.1150.55","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10064","8",,"False","02/04/2022 06:56:13",,"9668",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","45480","45480","27557888","27557888","936640","936640","36917248","36917248","102866944","102866944","2255919288320","1061457920","True","Normal","27557888","27557888","msedgewebview2","4095","27",,"System.Diagnostics.ProcessThreadCollection","1067","2255676493824","818663424","False",,,,"87900160","87900160",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:03.3281250","00:00:04.0156250","00:00:00.6875000","0","","True",,
"msedgewebview2","27","198","2255245549568","18378752","7045120","14136","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --noerrdialogs --user-data-dir=""C:\Users\nasa_unicodata\AppData\Local\Citrix\SelfService\CitrixWebControlCache\EBWebView"" --webview-exe-name=SelfService.exe --webview-exe-version=22.2.0.4513 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --mojo-platform-channel-handle=2652 --field-trial-handle=1836,i,14078814997189275708,18346850080237303043,131072 --enable-features=msSingleSignOnOSForPrimaryAccountIsShared /prefetch:8","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","0.078125","99.0.1150.55","99.0.1150.55","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4264","8",,"False","02/04/2022 06:56:13",,"14616",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14136","14136","7045120","7045120","582768","582768","7155712","7155712","19992576","19992576","2255262326784","404496384","True","Normal","7045120","7045120","msedgewebview2","4095","27",,"System.Diagnostics.ProcessThreadCollection","198","2255245549568","387719168","False",,,,"18378752","18378752",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.0312500","00:00:00.0781250","00:00:00.0468750","0","","True",,
"msedgewebview2","27","275","2263915175936","55324672","21970944","16104","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\nasa_unicodata\AppData\Local\Citrix\SelfService\CitrixWebControlCache\EBWebView"" --webview-exe-name=SelfService.exe --webview-exe-version=22.2.0.4513 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --disable-client-side-phishing-detection --display-capture-permissions-policy-allowed --js-flags=""--harmony-weak-refs-with-cleanup-some --expose-gc"" --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --launch-time-ticks=855960424447 --mojo-platform-channel-handle=3596 --field-trial-handle=1836,i,14078814997189275708,18346850080237303043,131072 --enable-features=msSingleSignOnOSForPrimaryAccountIsShared /prefetch:1","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","14.515625","99.0.1150.55","99.0.1150.55","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10152","8",,"False","02/04/2022 06:56:13",,"15960",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16104","16104","21970944","21970944","583680","583680","32047104","32047104","74321920","74321920","2268139630592","396898304","True","Normal","21970944","21970944","msedgewebview2","4095","27",,"System.Diagnostics.ProcessThreadCollection","275","2263915175936","467410944","False",,,,"55324672","55324672",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:02.8906250","00:00:14.5156250","00:00:11.6250000","0","","True",,
"msedgewebview2","27","304","2263922126848","3526656","39620608","16920","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\nasa_unicodata\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=421.20070.95.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --disable-client-side-phishing-detection --display-capture-permissions-policy-allowed --js-flags=""--harmony-weak-refs-with-cleanup-some --expose-gc"" --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --launch-time-ticks=855865219991 --mojo-platform-channel-handle=2316 --field-trial-handle=2016,i,13973699402601912014,15244240944376784465,131072 /prefetch:1","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","2.28125","99.0.1150.55","99.0.1150.55","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3372","4",,"False","02/04/2022 06:54:38",,"16352",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16920","16920","39620608","39620608","593160","593160","55287808","55287808","102436864","102436864","2268317843456","575111168","True","Idle","39620608","39620608","msedgewebview2","4095","27",,"System.Diagnostics.ProcessThreadCollection","304","2263922126848","474361856","False",,,,"3526656","3526656",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.2187500","00:00:02.2812500","00:00:02.0625000","0","","True",,
"msedgewebview2","27","198","2255245549568","17772544","7192576","14136","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --noerrdialogs --user-data-dir=""C:\Users\nasa_unicodata\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=421.20070.95.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --mojo-platform-channel-handle=2704 --field-trial-handle=2016,i,13973699402601912014,15244240944376784465,131072 /prefetch:8","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","0.09375","99.0.1150.55","99.0.1150.55","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7680","8",,"False","02/04/2022 06:54:37",,"17600",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14136","14136","7192576","7192576","582768","582768","7266304","7266304","20287488","20287488","2255253938176","396107776","True","Normal","7192576","7192576","msedgewebview2","4095","27",,"System.Diagnostics.ProcessThreadCollection","198","2255245549568","387719168","False",,,,"17772544","17772544",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.0625000","00:00:00.0937500","00:00:00.0312500","0","","True",,
"msedgewebview2","27","603","2255653691392","52088832","36360192","26232","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\nasa_unicodata\AppData\Local\Citrix\SelfService\CitrixWebControlCache\EBWebView"" --webview-exe-name=SelfService.exe --webview-exe-version=22.2.0.4513 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAADgAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=1984 --field-trial-handle=1836,i,14078814997189275708,18346850080237303043,131072 --enable-features=msSingleSignOnOSForPrimaryAccountIsShared /prefetch:2","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","24.78125","99.0.1150.55","99.0.1150.55","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","660","10",,"False","02/04/2022 06:56:13",,"22620",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26232","26232","36360192","36360192","1056560","1056560","39555072","39555072","66748416","66748416","2255689613312","831782912","True","AboveNormal","36360192","36360192","msedgewebview2","4095","27",,"System.Diagnostics.ProcessThreadCollection","603","2255653691392","795860992","False",,,,"52088832","52088832",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:11.8437500","00:00:24.7812500","00:00:12.9375000","0","","True",,
